region,province,city,barangay,precinct,position,candidate,votes,percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"BELARIO, 007 (IND)",16,0.23 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"BELORIA, TOTO CESAR (IND)",97,1.40 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"CONTRERAS, LR (PRP)",26,0.37 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"DIAZ, JONATHAN JR. (NP)",115,1.66 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"DISTRITO, SIMPLE (PDPLBN)",333,4.81 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"ESPINO, AL (NPC)",302,4.37 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"FLOR, CELIA (IND)",292,4.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"GICO, VIC (IND)",22,0.31 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"GONZALEZ, VLADI (PDPLBN)",340,4.92 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"GUILLEM, ED (NP)",166,2.40 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"HERMOSURA, BONG (IND)",30,0.43 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"JAUOD, JIFFY (IND)",21,0.30 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"LACSON, PATRICK (PDPLBN)",260,3.76 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"LOPEZ, CARL (NP)",231,3.34 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"MAYO, MARK STEVEN (NPC)",87,1.25 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"MONTALVO, CASH (NP)",197,2.85 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"NACIONALES, FERMIN (IND)",20,0.28 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"NOVERO, RENECITO (NP)",251,3.63 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"OROLA, BART (PDPLBN)",289,4.18 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"PADIOS, EDUARDO (PPM)",58,0.83 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"PUENTEVELLA, KALAW (PROMDI)",313,4.52 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"RAMOS, DINDO (NP)",213,3.08 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"ROJAS, CINDY (NP)",298,4.31 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"SALANGA, ISRAEL (NP)",300,4.34 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"SAYSON, THADDY (PDPLBN)",342,4.94 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"SOLIDUM, MARLON (NPC)",186,2.69 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"SORONGON, CHRIS (NP)",185,2.67 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"SY, PAO (NPC)",278,4.02 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"TAN, CANO GWAPO (AKSYON)",172,2.48 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"VERDEFLOR, SONYA (UNEGA)",234,3.38 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"VILLAFUERTE, RICO (IND)",60,0.86 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"VILLAROSA, JASON (LAKAS)",279,4.03 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010382,SP,"WEBER, CHRISTIAN (IND)",42,0.60 %
region,province,city,barangay,precinct,position,candidate,votes,percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PRESIDENT,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PRESIDENT,"ABELLA, ERNIE (IND)",3,0.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PRESIDENT,"DE GUZMAN, LEODY (PLM)",1,0.15 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PRESIDENT,"DOMAGOSO, ISKO MORENO (AKSYON)",27,4.09 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PRESIDENT,"GONZALES, NORBERTO (PDSP)",3,0.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PRESIDENT,"LACSON, PING (PDR)",6,0.91 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PRESIDENT,"MANGONDATO, FAISAL (KTPNAN)",0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PRESIDENT,"MARCOS, BONGBONG (PFP)",288,43.70 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PRESIDENT,"MONTEMAYOR, JOSE JR. (DPP)",1,0.15 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PRESIDENT,"PACQUIAO, MANNY PACMAN(PROMDI)",77,11.68 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PRESIDENT,"ROBREDO, LENI (IND)",253,38.39 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,VICE_PRESIDENT,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,VICE_PRESIDENT,"ATIENZA, LITO (PROMDI)",9,1.38 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,VICE_PRESIDENT,"BELLO, WALDEN (PLM)",1,0.15 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,VICE_PRESIDENT,"DAVID, RIZALITO (DPP)",1,0.15 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,VICE_PRESIDENT,"DUTERTE, SARA (LAKAS)",293,45.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,VICE_PRESIDENT,"LOPEZ, MANNY SD (WPP)",3,0.46 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,VICE_PRESIDENT,"ONG, DOC WILLIE (AKSYON)",29,4.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,VICE_PRESIDENT,"PANGILINAN, KIKO (LP)",182,27.95 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,VICE_PRESIDENT,"SERAPIO, CARLOS (KTPNAN)",3,0.46 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,VICE_PRESIDENT,"SOTTO, VICENTE TITO (NPC)",130,19.96 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"AFUANG, ABNER (IND)",14,0.23 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"ALBANI, IBRAHIM (WPP)",6,0.09 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"ARRANZA, MANG JESS (IND)",12,0.19 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"BAGUILAT, TEDDY (LP)",61,1.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"BAILEN, AGNES (IND)",13,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"BALITA, CARL (AKSYON)",41,0.67 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"BARBO, LUTZ (PDPLBN)",9,0.14 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"BAUTISTA, HERBERT BISTEK (NPC)",160,2.63 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"BELGICA, GRECO (PDDS)",25,0.41 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"BELLO, SILVESTRE JR. (PDPLBN)",21,0.34 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"BINAY, JOJO (UNA)",154,2.53 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"CABONEGRO, ROY (PLM)",13,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"CASTRICIONES, BRO JOHN(PDPLBN)",11,0.18 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"CAYETANO, ALAN PETER (IND)",254,4.18 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"CHAVEZ, MELCHOR (WPP)",21,0.34 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"COLMENARES, NERI (MKBYN)",160,2.63 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"D'ANGELO, DAVID (PLM)",7,0.11 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"DE LIMA, LEILA (LP)",150,2.47 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"DEL ROSARIO, MONSOUR (PDR)",66,1.08 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"DIAZ, DING (PPP)",10,0.16 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"DIOKNO, CHEL (KANP)",186,3.06 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"EJERCITO, JV ESTRADA (NPC)",200,3.29 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"ELEAZAR, GEN. GUILLERMO (PDR)",149,2.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"EREÑO, BRO. ERNIE (PM)",15,0.24 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"ESCUDERO, CHIZ (NPC)",305,5.02 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"ESPIRITU, LUKE (PLM)",68,1.12 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"ESTRADA, JINGGOY (PMP)",170,2.80 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"FALCONE, BAL FALCON (DPP)",7,0.11 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"GADON, LARRY (KBL)",123,2.02 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"GATCHALIAN, WIN (NPC)",258,4.25 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"GORDON, WOW DICK (BVNP)",182,3.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"GUTOC, SAMIRA (AKSYON)",16,0.26 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"HONASAN, GRINGO (IND)",138,2.27 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"HONTIVEROS, RISA (AKBAYAN)",303,4.99 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"JAVELLANA, RJ (IND)",14,0.23 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"KIRAM, NUR-MAHAL (IND)",7,0.11 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"LABOG, ELMER (MKBYN)",20,0.32 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"LACSON, KUYA ALEX (KP)",88,1.45 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"LANGIT, REY (PDPLBN)",14,0.23 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"LEGARDA, LOREN (NPC)",337,5.55 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"LIM, ARIEL (IND)",15,0.24 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"MALLILLIN, EMILY (PPM)",10,0.16 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"MARCOLETA, RODANTE (PDPLBN)",30,0.49 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"MARCOS, FRANCIS LEO (IND)",55,0.90 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"MATULA, SONNY (IND)",49,0.80 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"MINDALANO-ADAM,MARIETA(KTPNAN)",10,0.16 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"OLARTE, ATTY/DR. LEO (BIGKIS)",13,0.21 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"PADILLA, DRA. MINGUITA (PDR)",47,0.77 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"PADILLA, ROBIN (PDPLBN)",256,4.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"PANELO, SAL PANALO (PDPLBN)",74,1.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"PIMENTEL, ASTRA (PDPLBN)",51,0.84 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"PIÑOL, MANNY (NPC)",31,0.51 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"RICABLANCA, WILLIE JR. (PM)",7,0.11 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"ROQUE, HARRY SPOX (PRP)",98,1.61 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"SAHIDULLA, LADY ANNE (PDDS)",8,0.13 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"SISON, JOPET (AKSYON)",33,0.54 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"TEODORO, GIBO (PRP)",203,3.34 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"TRILLANES, ANTONIO IV (LP)",179,2.95 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"TULFO, IDOL RAFFY (IND)",305,5.02 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"VALEROS, REY (IND)",7,0.11 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"VILLANUEVA,JOEL TESDAMAN (IND)",226,3.72 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"VILLAR, MARK (NP)",212,3.49 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"ZUBIAGA, CARMEN (IND)",20,0.32 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,SENATOR,"ZUBIRI, MIGZ (IND)",318,5.24 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,Candidate,Votes,Percentage
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,01 KAMALAYAN,2,0.40 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,02 KM NGAYON NA,1,0.20 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,03 PSIS,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,04 AGAP,3,0.61 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,05 KABAYAN,3,0.61 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,06 HOME OWNER,3,0.61 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,07 KAPUSO-PM,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,08 PDP CARES,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,09 MARVELOUS TAYO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,10 AKO OFW,1,0.20 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,11 UNITED SENIOR CITIZEN,3,0.61 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,12 WOW PILIPINAS,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,13 ALTERNATIBA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,14 1-RIDER PARTYLIST,9,1.83 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,15 1-CARE,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,16 ABP,3,0.61 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,17 AKO MUSIKERO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,18 AKO BICOL,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,19 PRAI,1,0.20 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,20 4PS,4,0.81 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,21 MAAGAP,1,0.20 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,22 ABANTE PILIPINAS,1,0.20 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,23 AKTIBONG KAAGAPAY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,24 ALSA BISAYA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,25 PROBINSYANO AKO,2,0.40 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,26 YACAP,2,0.40 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,27 MAGDALO,2,0.40 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,28 ACT-CIS,24,4.89 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,29 HUGPONG FEDERAL,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,30 TGP,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,31 ONE COOP,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,32 BARKADAHAN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,33 DUMPER PTDA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,34 MALABUNG,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,35 BH (BAGONG HENERASYON),3,0.61 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,36 AKMA-PTM,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,37 IPATUPAD,1,0.20 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,38 PINUNO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,39 LPGMA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,40 CLICK PARTY,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,41 TODA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,42 BHW,4,0.81 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,43 MALASAKIT@BAYANIHAN,74,15.10 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,44 ABS,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,45 PASAHERO PARTYLIST,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,46 ANGAT,5,1.02 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,47 SOLID-CHANGE,1,0.20 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,48 BICOL SARO,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,49 OFW,4,0.81 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,50 ANG PROBINSIYANO,5,1.02 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,51 ANAKALUSUGAN,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,52 PBA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,53 PEACE,17,3.46 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,54 P3PWD,16,3.26 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,55 S.M.I.L.E,2,0.40 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,56 AAMBIS-OWA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,57 BUTIL,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,58 LUNAS,1,0.20 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,59 ANG KOMADRONA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,60 KABAKA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,61 SAGIP,2,0.40 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,62 ANG KABUHAYAN,1,0.20 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,63 AKO I.P.,1,0.20 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,64 PHILRECA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,65 BABAE AKO,1,0.20 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,66 KB,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,67 GABRIELA,6,1.22 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,68 KALINGA,3,0.61 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,69 STL,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,70 RECOBODA,0,0.00 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,71 ANGAT PINOY,1,0.20 %
REGION VI,NEGROS OCCIDENTAL,CITY OF BACOLOD,TACULING,45010383,PARTYLIST,72 ANAC-IP,0,0.00 %
